ObjectID,X,Y,Name,Street_Address,City_1,State_1,Zip_1,Phone_Number
268,13480312.325903,304694.9037,TJ’s Grillworks,150 W Jefferson Ave,Detroit,MI,48226,(313) 963-7900
269,13469835.346255,302601.502762,Mexican Town Restaurant,3457 Bagley St,Detroit,MI,48216,(313) 841-5811
270,13474709.323135,313029.583667,Maya’s Indo-Pak Cuisine,4445 2nd Ave,Detroit,MI,48201,(313) 262-6204
271,13467311.626275,301753.727696,Armando’s,4242 W Vernor Hwy,Detroit,MI,48209,(844) 581-0951
272,13466912.435338,301466.179289,PizzaPlex,4458 Vernor Hwy,Detroit,MI,48209,(313) 757-4992
273,13474852.861012,316286.903231,Fourteen East,15 E Kirby St,Detroit,MI,48202,(313) 871-0500
274,13488924.782946,309432.663911,Tubby’s,3250 E Jefferson Ave,Detroit,MI,48207,
275,13477580.255704,304015.584441,Subway,1001 W Fort St,Detroit,MI,48226,(313) 962-1307
276,13487275.175519,308452.799638,Lucky Dragon,2664 E Jefferson Ave,Detroit,MI,48207,
277,13488271.745434,309321.022913,PizzaPapalis - Rivertown,3171 E Jefferson Ave,Detroit,MI,48207,
278,13481037.808331,312776.196941,Frank’s Deli & Grill,3405 Russell St,Detroit,MI,48207,(313) 285-9551
279,13479594.231393,305032.446345,Zoom Grill,211 W Fort St,Detroit,MI,48226,(313) 964-5030
280,13482419.096082,310676.26771,Cheech’s Chicken,1429 Gratiot Ave,Detroit,MI,48207,
281,13474852.861012,316286.903231,Wasabi Korean and Japanese Cuisine,15 E Kirby St,Detroit,MI,48202,(313) 638-1272
282,13471723.756512,303506.710101,Mexican Village Restaurant,2600 Bagley St,Detroit,MI,48216,
284,13481927.400825,304977.712656,Forty-Two Degrees North,100 Renaissance Ctr,Detroit,MI,48243,
285,13480395.474527,305446.863832,Qzine Cafe,635 Woodward Ave,Detroit,MI,48226,(800) 863-4332
286,13480749.392408,306801.620318,Buffalo Wild Wings,1218 Randolph Street,Detroit,MI,48226,(313) 961-9453
287,13475008.969399,312600.361245,Mario’s Restaurant,4222 2nd Ave,Detroit,MI,48201,(313) 832-1616
288,13480910.613374,313452.393194,Milano Cafe,3500 Russell St,Detroit,MI,48207,(313) 833-9557
289,13480312.325903,304694.9037,150 Cafe Lounge,150 W Jefferson,Detroit,MI,48226,(313) 964-0150
290,13468359.974445,302239.776709,Taquería Chilango,3923 W Vernor Hwy,Detroit,MI,48216,
291,13478146.854534,306575.629414,Luci and Ethel’s,400 Bagley St,Detroit,MI,48226,(313) 962-2300
292,13474853.601792,314385.066925,Sweet Lorraine’s Fabulous Mac n’ Brewz,4870 Cass Ave,Detroit,MI,48201,(313) 782-4180
293,13477370.277557,312758.956948,Chiqui Mexican,3990 John R St,Detroit,MI,48201,(313) 832-9422
294,13469362.830436,302786.487117,Giovanna’s Lounge,3537 W Vernor Hwy,Detroit,MI,48216,(313) 554-9391
295,13480502.497561,306605.625999,Cottage Inn Pizza,107 Monroe,Detroit,MI,48226,(313) 782-4951
296,13476322.866606,303449.242397,Detroit Shawarma,1444 W Fort St,Detroit,MI,48216,
297,13482090.327715,304715.708911,Panera Bread,300 Renaissance Ctr,Detroit,MI,48243,(313) 818-4133
298,13466363.44442,301140.955089,El Paisa Taqueria Truck,Vernor Hwy And Lansing St,Detroit,MI,48209,
299,13480737.63167,305301.428819,Kevin Osborn,500 Woodward Ave,Detroit,MI,48226,
300,13481632.619431,311505.999007,Mike Coney Island,2719 Russell St,Detroit,MI,48207,(313) 259-8151
302,13482358.9376,304876.434603,Coney Town,400 Renaissance Ctr Lbby,Detroit,MI,48243,(313) 259-8000
303,13477301.216362,313968.973066,Delite Cafe Deli Detroit,320 E Canfield St,Detroit,MI,48201,(313) 818-0274
304,13480388.501892,306957.31049,Bert’s On Broadway,1315 Broadway St,Detroit,MI,48226,(313) 962-5430
305,13480435.926227,307316.014404,PV Lounge,1435 Randolph,Detroit,MI,48226,(313) 962-4180
306,13480438.509072,306195.974036,Tim Horton’s,49 Monroe St,Detroit,MI,48226,(313) 962-5550
307,13481927.400825,304977.712656,Rice Bowl Express,100 Renaissance Ctr,Detroit,MI,48243,(313) 259-3200
308,13481037.808331,312776.196941,Wigley’s Meats & Produce,3405 Russell St,Detroit,MI,48207,(313) 832-4299
309,13479726.53224,304993.479651,Subway,220 W Congress St,Detroit,MI,48226,(313) 963-9116
310,13476291.4776903,303677.708989501,Burger King,1425 W Lafayette Blvd,Detroit,MI,48209,(313) 965-5464
311,13476812.392416,315821.175294,Royal Grill Restaurant,540 E Warren Ave,Detroit,MI,48201,(313) 831-3555
312,13482358.9376,304876.434603,Burger King,400 Renaissance Ctr,Detroit,MI,48243,(313) 392-9362
313,13476829.188799,315831.467634,China House,550 E Warren Ave,Detroit,MI,48201,(313) 831-8888
314,13476322.866606,303449.242397,Happy Four Party Store,1444 W Fort St,Detroit,MI,48216,
315,13473989.310597,316593.453601,Byblos Cafe & Grill,87 W Palmer,Detroit,MI,48202,(313) 831-4420
316,13473975.033958,305781.095687,Corktown Tavern,1716 Michigan Ave,Detroit,MI,48216,(313) 964-5103
317,13479258.900121,304709.232477,Six Pack Bar & Grill,404 W Congress St,Detroit,MI,48226,(313) 964-1333
318,13482323.486976,311348.687654,Butchers Inn,1489 Winder St,Detroit,MI,48207,
319,13479299.166425,306025.920922,The Boulevard Room,1114 Washington Blvd,Detroit,MI,48226,(313) 442-1600
320,13476575.644642,303537.345046,Haz Subs and Salads,1360 W Fort St,Detroit,MI,48226,
321,13482358.9376,304876.434603,Presto Gourmet Deli,400 Renaissance Ctr,Detroit,MI,48243,(313) 567-6700
322,13482323.486976,311348.687654,BB’s Butchers Inn,1489 Winder St,Detroit,MI,48207,(313) 502-5148
323,13485735.167722,307351.612538,Chill Martini Bistro,2000 E Woodbridge,Detroit,MI,48207,
324,13490611.464875,311758.520173,Southern Fires Bistro & Lounge,575 Bellevue St,Detroit,MI,48207,
326,13482193.808239,305140.640818,Subway,200 Renaissance Ctr,Detroit,MI,48243,(313) 567-3345
327,13482193.808239,305140.640818,Gyro Land,200 Rennaissance Ctr,Detroit,MI,48243,
329,13485578.314157,307788.191345,Mainstreet Grill & Coney Island,1985 E Jefferson Ave,Detroit,MI,48207,
330,13475561.030415,313500.558892,Firehouse Subs,4501 Woodward Ave,Detroit,MI,48201,(313) 818-3681
332,13475561.030415,313500.558892,Starter’s Bar and Grill,4501 Woodward Ave,Detroit,MI,48201,(313) 831-3100
333,13487049.838082,308695.225299,IHOP,2701 E Jefferson Ave,Detroit,MI,48207,
334,13478145.040375,309597.626356,District Market Detroit,2645 Woodward Ave,Detroit,MI,48201,
335,13480202.051036,305062.576451,Domino’s Pizza,535 Griswold St,Detroit,MI,48226,(313) 962-9100
336,13480502.497561,306605.625999,Jimmy John’s,95 Monroe St,Detroit,MI,48226,(313) 963-9131
337,13476552.563206,306423.380438,Relish at Breeze,1777 Third St,Detroit,MI,48226,(877) 888-2121
339,13481691.732629,306958.662238,Stack’d,555 E Lafayette Ave,Detroit,MI,48226,(313) 223-2999
340,13480519.842655,305685.004631,Subway,660 Woodward Ave,Detroit,MI,48226,(313) 963-7770
342,13475239.65508,315197.758218,5057atMaccabees,5057 Woodward,Detroit,MI,48202,(313) 831-9311
344,13476350.232734,310340.101175,COOP Farm to Table,474 Peterboro St,Detroit,MI,48201,
345,13466401.757847,301241.543864,Chicago’s Pizza,4650 W Vernor Hwy,Detroit,MI,48209,(313) 843-3777
346,13480178.324881,305232.810153,Papa Romano’s Pizza,615 Griswold St,Detroit,MI,48226,(313) 964-7777
347,13469769.841878,302643.742095,La Michoacana Tortilla Bakery,3428 Bagley St,Detroit,MI,48216,(313) 554-4450
348,13475170.212317,314866.830182,Epicurus Restaurant of Wayne state,111 W Warren Ave,Detroit,MI,48201,(313) 832-0133
350,13480738.49511,305996.522005,Domino’s Pizza,65 Cadillac Sq,Detroit,MI,48226,(313) 962-5600
351,13481470.868802,312920.537178,Amore de Roma,3401 Riopelle St,Detroit,MI,48207,(313) 831-5940
352,13474059.334419,305588.861438,Subway,1715 Michigan Ave,Detroit,MI,48216,(313) 965-2614
353,13482090.327715,304715.708911,River Cafe,300 Renaissance Ctr,Detroit,MI,48243,
354,13475624.7562336,314148.800853014,Bolero Latin Cuisine,51 West Forest Ave,Detroit,MI,48202,(313) 800-5059
355,13472779.022982,315796.06605,Al Basha Subs - Wayne State Univ,5122 Anthony Wayne Dr,Detroit,MI,48202,(313) 833-0000
356,13474065.99524,316306.597033,Old Campus Restaurant,5470 Cass Ave,Detroit,MI,48202,(313) 832-4817
358,13474880.828068,314483.004583,Byblos Cafe & Grill II,4830 Cass Ave,Detroit,MI,48201,(313) 292-5678
359,13474550.515937,308622.411511,Grand River Deli & Burgers,2901 Grand River Ave,Detroit,MI,48201,
360,13478628.30932,304966.074657,Bliss Sunday Brunch,525 W Lafayette Blvd,Detroit,MI,48226,(313) 499-0100
361,13478496.222108,305666.428595,Subway,477 Michigan Ave,Detroit,MI,48226,(313) 475-3139
362,13480197.536734,313051.586736,McDonald’s,1000 Mack Ave,Detroit,MI,48207,(313) 832-4100
363,13476358.530865,313260.43489,Passport Pizza,4200 Woodward Ave,Detroit,MI,48201,(313) 494-5200
364,13468618.747967,302380.449249,Amicci’s Pizza,3849 W Vernor Hwy,Detroit,MI,48216,(313) 842-7373
365,13480737.63167,305301.428819,Crossroads Cafe,500 Woodward Ave,Detroit,MI,48226,(313) 222-6192
366,13474638.633217,314871.375015,La Pita Fresh,5056 Cass Ave,Detroit,MI,48202,(313) 831-4550
367,13489788.057416,309927.128789,Jet’s Pizza,3420 E Jefferson Ave,Detroit,MI,48207,
368,13475158.533645,314861.380677,Olympic Grill,119 W Warren Ave,Detroit,MI,48201,(313) 832-5809
369,13476218.650415,303221.570684,Chester Fried Chicken,1500 W Fort St,Detroit,MI,48216,
370,13481927.400825,304977.712656,McDonald’s,100 Renaissance Ctr,Detroit,MI,48243,(313) 567-2214
371,13477962.356909,313800.482775,Subway,4201 Saint Antoine St,Detroit,MI,48201,(313) 831-8142
372,13480424.554,305121.464571,The Guardian - Zingerman’s On Tap,500 Griswold St,Detroit,MI,48226,(313) 209-4497
373,13474852.861012,316286.903231,Detroit Pizza Company,15 E Kirby St,Detroit,MI,48202,(313) 872-9000
374,13477370.277557,312758.956948,Wendy’s,3990 John R St,Detroit,MI,48201,(313) 832-7676
375,13474709.323135,313029.583667,Midtown Kabob House,4445 2nd Ave,Detroit,MI,48201,(313) 262-6204
376,13469112.923158,318019.453014,Papa’s Pizza & BBQ,2697 Grand Blvd,Detroit,MI,48208,
377,13491730.949523,311519.717399,Pekin Pavilion,6905 E Jefferson Ave,Detroit,MI,48207,
378,13472866.743531,309681.194893,Motor City Grill,3641 Grand River Ave,Detroit,MI,48208,
379,13477711.135353,310762.779544,Bakersfield Tacos,3100 Woodward Ave,Detroit,MI,48201,(313) 974-7040
381,13482193.808239,305140.640818,That Sandwich Place,200 Renaissance Ctr,Detroit,MI,48243,(313) 568-1917
386,13489931.515583,310942.381377,Little Caesars Pizza,500 Mount Elliott St,Detroit,MI,48207,
388,13480995.377982,307637.402205,Subway,1401 Beaubien St,Detroit,MI,48226,(313) 442-3200
389,13481691.732629,306958.662238,The Market District,555 E Lafayette Ave,Detroit,MI,48226,(313) 223-2999
390,13466609.39159,300951.541273,Little Caesars Pizza,4635 W Vernor Hwy,Detroit,MI,48209,(313) 849-4030
391,13473795.784092,313387.795822,Jet’s Pizza,4718 Anthony Wayne Dr,Detroit,MI,48201,(313) 297-7000
392,13480312.325903,304694.9037,AK Takeaway,150 W Jefferson,Detroit,MI,48226,(248) 548-0680
393,13484270.564031,305478.83454,Detroit River Tour,1340 Atwater St,Detroit,MI,48207,
394,13466669.155077,300606.392019,China House,1650 Lansing St,Detroit,MI,48209,(313) 297-8888
395,13480490.943491,307141.009529,Truth Music Cafe,1314 Broadway St,Detroit,MI,48226,(313) 828-4500
396,13482193.808239,305140.640818,Bahn Thai Xpress,200 Rennaisance Ctr,Detroit,MI,48243,(313) 566-0177
397,13476138.403314,313245.968776,McDonald’s,4235 Woodward Ave,Detroit,MI,48201,(313) 832-2449
398,13490532.465857,310485.04441,Happy’s Pizza,6412 E Jefferson Ave,Detroit,MI,48207,
399,13472866.743531,309681.194893,United Cafe Coney Island,3641 Grand River Ave,Detroit,MI,48208,
400,13476232.294443,312659.050989,Le Petit Zinc,70 W Alexandrine St,Detroit,MI,48201,(313) 963-2805
401,13481691.732629,306958.662238,Cafe Mix,555 E Lafayette Ave,Detroit,MI,48226,(313) 223-2999
402,13480737.63167,305301.428819,Sterling Services,500 Woodward,Detroit,MI,48226,(734) 207-8363
403,13480906.929449,306001.294449,Motown Cafe & Grill,111 Cadillac Sq,Detroit,MI,48226,(313) 962-0718
404,13467558.9278215,312486.221128613,Legends Coney Island,Grandriver,Detroit,MI,48208,
405,13477370.277557,312758.956948,Chick-fil-A,3990 John R St,Detroit,MI,48201,
406,13491139.372466,311185.374186,Wendy’s,6601 E Jefferson Ave,Detroit,MI,48207,
407,13474517.562392,308833.053874,Marios Restaurant,3020 Grand River Ave,Detroit,MI,48201,(313) 833-0700
408,13489079.71496,309783.741054,Peking Express,3444 E Jefferson Ave,Detroit,MI,48207,
409,13473522.998752,301586.183215,Ella Mae’s Place,2251 W Fort St,Detroit,MI,48216,(313) 383-9593
410,13480738.49511,305996.522005,Subway,65 Cadillac Sq,Detroit,MI,48226,(313) 963-8727
411,13466213.180819,299295.351866,El Caporal Taqueria Y Restaurant,1414 Junction St,Detroit,MI,48209,(313) 551-4920
412,13488924.782946,309432.663911,Kabob N Grill,3250 E Jefferson Ave,Detroit,MI,48207,
413,13480525.384438,308862.773309,The Breadstick Bar and Bistro,2000 Brush St,Detroit,MI,48226,(313) 262-2896
414,13477370.277557,312758.956948,Chick-fil-A,3990 John R St,Detroit,MI,48201,
415,13478496.222108,305666.428595,Subway,477 Michigan Ave,Detroit,MI,48226,(313) 237-0121
418,13478961.420107,308077.860191,Delicious Dogs,2100 Woodward Ave,Detroit,MI,48226,
419,13484883.175192,315378.559493,Gratiot Grill,3121 Gratiot Ave,Detroit,MI,48207,
420,13476795.596033,315810.882954,Little Caesar’s Pizza,530 E Warren Ave,Detroit,MI,48201,(313) 832-2200
424,13477962.356909,313800.482775,YaYa’s Flame Broiled Chicken,4201 St Antoine,Detroit,MI,48201,(313) 833-4360
425,13478811.372482,308321.092805,Jon’s Diner,2211 Woodward Ave,Detroit,MI,48201,(313) 471-6967
426,13472779.10287,315795.635408,Jimmy John’s,5118 Anthony Wayne Dr,Detroit,MI,48202,(313) 832-7614
427,13476850.47282,305615.789568,Mary’s Cafe,985 Michigan Ave,Detroit,MI,48226,(313) 961-1344
428,13478496.222108,305666.428595,Rich’s Fountain View Cafe,477 Michigan Ave,Detroit,MI,48226,(313) 963-4684
429,13477922.847227,313279.798067,Subway,3901 Beaubien St,Detroit,MI,48201,(313) 831-1260
430,13479915.289841,305509.091809,Ana Deli,719 Griswold St,Detroit,MI,48226,(313) 964-6500
431,13478811.372482,308321.092805,Little Caesars Pizza,2211 Woodward Ave,Detroit,MI,48201,(888) 452-5487
432,13477962.356909,313800.482775,Hungry Howie’s Pizza,4201 St. Antoine,Detroit,MI,48201,(313) 528-0010
435,13482193.8083989,305140.640748039,Burger King,Renaissance Center Food Ct,Detroit,MI,48243,(313) 259-8900
437,13467342.073439,312599.36596,Oscar’s Coney Island,5270 Grand River Ave,Detroit,MI,48208,(313) 361-5775
438,13479018.291626,303498.667013,Mr. Pita,600 Civic Center Dr,Detroit,MI,48226,(313) 396-7933
439,13482358.9376,304876.434603,Fish City,400 Renaissance Ctr Lbby,Detroit,MI,48243,
440,13481964.796916,309574.598097116,Deli At Brewery Park,1155 Brewery Park Blvd,Detroit,MI,48207,
441,13473427.468169,314875.297449,Gold ‘n’ Greens,695 Williams Mall,Detroit,MI,48202,
442,13483566.980142,312670.779273,Burger King,2155 Gratiot Ave,Detroit,MI,48207,
443,13491780.280762,311457.561943,Church’s Fried Chicken,6931 E Jefferson Ave,Detroit,MI,48207,
444,13476861.890373,317270.294963,Freshii,679 W Kirby St,Detroit,MI,48202,
445,13480520.652686,307237.152723,Harmony & Soul,1407 Randolph St,Detroit,MI,48226,(248) 219-4879
446,13478582.896141,306982.653302,Bagley Cafe,216 Bagley St,Detroit,MI,48226,(313) 964-3777
447,13472312.975958,319746.824701,La Musique Restaurant,3071 W Grand Blvd,Detroit,MI,48202,
448,13479534.163988,307070.485367,Peggy Day’s,2 John R,Detroit,MI,48226,
449,13482419.096082,310676.26771,Randy’s Sausage,1429 Gratiot Ave,Detroit,MI,48207,
450,13482193.808239,305140.640818,Sbarro,200 Renaissance Ctr,Detroit,MI,48243,(313) 259-2666
451,13471434.042582,303455.638718,Lajalisciense,2634 Bagley St,Detroit,MI,48216,
452,13481560.184708,307190.666534,Starbucks,546 Monroe Ave,Detroit,MI,48226,
453,13473567.24114,315443.77145,Student Center,5221 Gullen Mall,Detroit,MI,48202,(313) 577-4585
454,13477186.231362,315279.365649,You Name It,4707 Saint Antoine St,Detroit,MI,48201,(313) 833-9222
455,13479623.014796,306696.338215,H & S Deli,45 Grand River Ave,Detroit,MI,48226,(313) 965-2515
456,13476322.866606,303449.242397,Mama Mia Pizzeria,1444 W Fort St,Detroit,MI,48216,
457,13477304.375102,306556.73547,Rick’s Delight’s,660 Plaza Dr,Detroit,MI,48226,(313) 964-5616
459,13480519.842655,305685.004631,Lunchtime Global,660 Woodward Ave,Detroit,MI,48226,(313) 963-4871
460,13467012.036831,301347.716438,Citgo - Mexican town Deli,4415 W Vernor,Detroit,MI,48209,(313) 842-2433
461,13477472.316047,305007.115387,Hollywood Brown Derby Restaurant At Mgm Grand Detroit Casino,1300 John C Lodge Fwy,Detroit,MI,48226,(313) 394-4423
462,13478699.216749,308534.59635,Deck,2305 Woodward Ave,Detroit,MI,48201,(313) 965-9500
463,13487808.11624,307998.922788,Stoney Creek Brewery & Restaurant,237 Joseph Campau St,Detroit,MI,48207,
464,13482442.400055,305317.026687,Pizza Hut,500 Renaissance Ctr,Detroit,MI,48243,(313) 496-7011
465,13473567.24114,315443.77145,Taco Bell,5221 Gullen Mall,Detroit,MI,48202,(313) 832-4760
467,13466832.927121,301478.056424,Vernor Coney Island,4430 Vernor Hwy,Detroit,MI,48209,(313) 554-2085
468,13475803.382181,314082.660248,Checkers,4664 Woodward Ave,Detroit,MI,48201,(313) 831-1268
469,13469782.425973,310811.766717,Club HQ,4453 14th St,Detroit,MI,48208,
470,13489057.816533,309770.548601,Subway,3424 E Jefferson Ave,Detroit,MI,48207,
471,13474531.131544,316603.293055,Domino’s Pizza,5564 Woodward Ave,Detroit,MI,48202,(313) 831-2100
472,13480529.814812,305592.767899,Maverick’s Food & Spirits,630 Woodward Ave,Detroit,MI,48226,(313) 962-1200
473,13477370.277557,312758.956948,Quiznos,3990 John R Rd,Detroit,MI,48201,(313) 831-3400
474,13486486.528188,309294.931914,Family Fair Deli,700 Chene St,Detroit,MI,48207,
476,13475013.509134,312819.508365,Shinola Cafe,441 W Canfield,Detroit,MI,48201,(313) 285-2390
477,13480737.63167,305301.428819,James A Samborn,500 Woodward Ave,Detroit,MI,48226,(313) 223-3707
478,13480081.118601,305349.726767,Epicurean Cafe,645 Griswold St,Detroit,MI,48226,(313) 965-4998
480,13475148.3562992,305699.950787395,Maxie’s Deli,1401 Michigan Ave,Detroit,MI,48218,(313) 961-7168
481,13482193.808239,305140.640818,G & T Management,200 Renaissance Ctr,Detroit,MI,48243,(313) 259-6720
482,13478733.268755,307993.030034,State Bardba Clear Channel Ent,2115 Woodward Ave,Detroit,MI,48201,(313) 962-3663
483,13481693.347605,311244.542065,United Fish Distributors,1349 Adelaide St,Detroit,MI,48207,(313) 567-6533
484,13479278.252638,307469.712538,Flame Grill,1570 Woodward Ave,Detroit,MI,48226,(313) 962-3466
485,13467862.184219,305675.225762,Snack In the Box,3526 Michigan Ave,Detroit,MI,48216,(313) 285-8171
486,13473567.24114,315443.77145,Wingstop,5221 Gullen Mall,Detroit,MI,48202,
487,13473978.911171,313259.748207,The Cook’s Crossing,4626 3rd St,Detroit,MI,48201,(313) 833-0603
488,13473567.24114,315443.77145,Panda Express,5221 Gullen Mall,Detroit,MI,48202,
489,13476935.55788,311718.19283,Deli Unique of Detroit,3663 Woodward Ave,Detroit,MI,48201,(313) 833-8810
490,13473723.900144,314811.07228,Delilah’s Cafe,5155 Gullen Mall,Detroit,MI,48202,(313) 833-0118
491,13469402.953726,317867.810607,KFC,2716 W. Grand Blvd.,Detroit,MI,48208,
493,13482524.367126,305697.553805768,Nathan’s,E Jefferson,Detroit,MI,48207,
494,13492486.707301,312034.037577,Krispy Krunchy Chicken,7255 E Jefferson,Detroit,MI,48214,
495,13482419.096082,310676.26771,Central Market Grill,1429 Gratiot Ave,Detroit,MI,48207,
496,13472775.789791,315811.428645,Bongs Noodles,5260 Anthony Wayne Dr,Detroit,MI,48202,(586) 961-2898
498,13476101.042695,314309.753293,Forest’s Veggies,66 E Forest,Detroit,MI,48201,(313) 974-6661
499,13473361.67126,315355.843016,Subway,655 West Kirby,Detroit,MI,48202,(313) 577-5783
500,13467558.927846,312486.221187,Legends Grill,5210 Grand River Ave,Detroit,MI,48208,(313) 265-3456
501,13477247.506339,313500.824664,Midtown Express Cafe,4160 John R St,Detroit,MI,48201,(313) 831-3000
503,13469769.841878,302643.742095,Cordoba Victor Hugo,3400 Bagley St,Detroit,MI,48216,(313) 841-3540
504,13473576.427058,313830.316092,Little Asia Inc,4781 Anthony Wayne Dr,Detroit,MI,48201,
505,13466892.495057,297614.647852,Star Coney Island,5648 W Fort St,Detroit,MI,48209,(313) 843-4060
506,13473989.310597,316593.453601,Harmonie Garden Cafe IV,87 W Palmer St,Detroit,MI,48202,(313) 831-4420
507,13480723.2022136,306949.334918995,The Well,1228 Randolph,Detroit,MI,48226,313-964-0776
508,13480832.7938579,306730.151302243,Acropolis Bakery,310 Monroe,Detroit,MI,48226,313-964-3345
509,13480885.9620587,306760.533131255,Delux Lounge,350 Monroe Ave,Detroit,MI,48226,313-962-4200
510,,,Coldstone Creamery,510 Monroe,Detroit,MI,48226,
511,13479367.7003314,306288.324758078,Eatori Market,1215 Griswold,Detroit,MI,48226,
513,,,Prime and Proper,1145 Griswold,Detroit,MI,48226,313-636-3100
514,13480104.5075848,306211.51979359,Detroit Water Ice Factory,1014 Woodward Ave,Detroit,MI,48226,313-888-9106
